REFNO	NAME	NAMEORDER
1012	Tagawa M	6
1012	Takei H	2
1012	Tomonaga Y	5
1012	Yao E	3
10130	Hanada R	5
10130	Hayashi Y	10
10130	Hongo T	6
10130	Ida K	9
10130	Kaneko T	7
10130	Manabe A	8
10130	Taketani T	1
10130	Taki T	2
10130	Takita J	3
10130	Tsuchida M	4
10131	Daniele GM	6
10131	Dettori T	1
10131	Faa G	8
10131	Frau DV	2
10131	Lai ML	3
10131	Mariotti S	4
10131	Tallini G	7
10131	Uccheddu A	5
10131	Vanni R	9
10132	Akiyama N	2
10132	Arakawa Y	5
10132	Horiguchi-Yamada J	6
10132	Iwase S	1
10132	Saito S	4
10132	Sekikawa T	3
10132	Yamada H	7
10133	Eguchi M	7
10133	Hayashi Y	9
10133	Hiwatari M	1
10133	Ida K	8
10133	Okuya M	6
10133	Sugita K	5
10133	Taketani T	3
10133	Taki T	2
10133	Taniwaki M	4
10134	Argani P	9
10134	Arroyo JD	3
10134	Davis IJ	1
10134	Fisher DE	12
10134	Fletcher JA	11
10134	Hsi B-L	2
10134	Ladanyi M	10
10134	Motyckova G	6
10134	Perez-Atayde AR	8
10134	Valencia P	7
10134	Vargas SO	4
10134	Yeh YA	5
10135	Hangaishi A	3
10135	Hirai H	14
10135	Hosoya N	9
10135	Imai Y	7
10135	Izutsu K	5
10135	Kunisato A	6
10135	Maki K	12
10135	Mitani K	13
10135	Nannya Y	10
10135	Ogawa S	2
10135	Qiao Y	1
10135	Sato Y	11
10135	Wang L	8
10135	Yuji K	4
10136	Dworzak MN	3
10136	Haas OA	5
10136	Kalwak K	4
10136	Konig M	2
10136	Strehl S	1
10137	Carlsen NT	4
10137	Forestier E	5
10137	Jonsson OG	3
10137	Kirchhoff M	6
10137	Kristensen TD	1
10137	Lundsteen C	7
10137	Schmiegelow K	8
10137	Wesenberg F	2
10138	Amadori S	11
10138	Avvisati G	3
10138	Broccia G	17
10138	Fanin R	10
10138	Fazi P	4
10138	Ferrara F	14
10138	Fioritoni G	13
10138	Gallo E	9
10138	Giustolisi R	16
10138	Gobbi M	7
10138	Latagliata R	2
10138	Leoni F	6
10138	Lo-Coco F	19
10138	Mandelli F	1
10138	Nobile F	8
10138	Peta A	15
10138	Petti MC	18
10138	Rodeghiero F	5
10138	Vignetti M	12
10139	Arber DA	8
10139	Bedell V	4
10139	Carter NH	6
10139	Ishizawa S	1
10139	Popplewell L	3
10139	Slovak ML	2
10139	Snyder DS	7
10139	Wrede JE	5
1013	Koppitch F	3
1013	Mahmood S	4
1013	Mayeda K	2
1013	Nemitz B	5
1013	Shah I	1
10140	Casper J	8
10140	Freund M	9
10140	Kahl C	1
10140	Kleine H-D	6
10140	Knopp A	2
10140	Leithauser M	4
10140	Steiner B	3
10140	Wilhelm S	5
10140	Wolff D	7
10141	Albertson DG	12
10141	Blesa D	8
10141	Buchonnet G	2
10141	Climent J	5
10141	Du M-Q	13
10141	Dyer MJ	18
10141	Garcia-Conde J	16
10141	Gascoyne RD	4
10141	Horsman D	9
10141	Karran L	6
10141	Marin M	7
10141	Martinez-Climent JA	19
10141	Marynen P	15
10141	Pinkel D	17
10141	Rosenwald A	10
10141	Sanchez-Izquierdo D	1
10141	Siebert R	3
10141	Staudt LM	11
10141	Ye H	14
10142	Bailey RJ	11
10142	Blood E	2
10142	Dewald GW	7
10142	Fonseca R	1
10142	Greipp PR	12
10142	Harrington D	4
10142	Henderson KJ	10
10142	Kyle RA	6
10142	Oken MM	5
10142	Rue M	3
10142	Van Ness B	8
10142	Van Wier SA	9
10143	Camps J	2
10143	Garcia JL	4
10143	Gonzalez MB	6
10143	Gutierrez NC	1
10143	Hernandez JM	3
10143	Miro R	7
10143	Prat E	5
10143	San Miguel JF	8
10144	Bruch J	3
10144	Harbott J	6
10144	Langebrake C	4
10144	Reinhardt D	5
10144	Teigler-Schlegel A	2
10144	Viehmann S	1
10145	Arlinghaus R	10
10145	Cortes J	3
10145	Faderl S	5
10145	Giles F	7
10145	Kantarjian HM	1
10145	O'Brien S	4
10145	Rios MB	8
10145	Shan J	9
10145	Talpaz M	2
10145	Thomas D	6
10146	Druker BJ	4
10146	Frater JL	1
10146	Hrisinko MA	7
10146	Peterson LC	8
10146	Resta D	5
10146	Riley MB	6
10146	Tallman MS	2
10146	Variakojis D	3
10147	Babinska M	2
10147	Balcerska A	5
10147	Brozek I	1
10147	Hellmann A	6
10147	Kardas I	3
10147	Limon J	7
10147	Wozniak A	4
10148	Bridge J	6
10148	Kuiper RP	1
10148	Schepens M	2
10148	Schoenmakers EFPM	8
10148	Schuuring E	7
10148	Thijssen J	3
10148	van Asseldonk M	4
10148	van den Berg E	5
10148	van Kessel AG	9
10149	Cimino G	4
10149	Derme V	3
10149	Foa R	8
10149	Mancini M	2
10149	Spirito FR	1
10149	Tafuri A	6
10149	Testi AM	5
10149	Vitale A	7
1014	Monsieur R	2
1014	Verhest A	1
10150	Eimoto T	6
10150	Inagaki H	2
10150	Li C	5
10150	Nakamura S	8
10150	Ohshima K	3
10150	Okabe M	1
10150	Ueda R	7
10150	Yoshino T	4
10151	Freiler A	5
10151	Henn W	1
10151	Ketter R	3
10151	Niedermayer I	2
10151	Reichardt S	4
10151	Zang KD	6
10152	Frank D	1
10152	Fuzesi L	4
10152	Gunawan B	2
10152	Holtrup M	3
10153	Dierlamm J	1
10153	Hagemeijer A	7
10153	Hinz K	4
10153	Hossfeld DK	8
10153	Michaux L	3
10153	Penas EMM	5
10153	Schilling G	2
10153	Seeger D	6
10154	Bordin JO	6
10154	de Lord Lopes Ferrari Chauffaille M	2
10154	Pelloso LA	5
10154	Pinheiro RF	1
10154	Rodrigues CA	4
10154	Vicari P	3
10154	Yamamoto M	7
10155	Bapsy PP	3
10155	Prabhash K	2
10155	Sundareshan TS	1
10156	Li J	3
10156	Pan J	4
10156	Shen Y	1
10156	Wu Y	5
10156	Xue Y	2
10157	Bayer RL	3
10157	Feldman EJ	10
10157	Frankel ae	9
10157	Knovich MA	2
10157	Powell BL	6
10157	Roboz GJ	1
10157	Schuster MW	4
10157	Seiter K	5
10157	Silver RT	8
10157	Woodruff RD	7
10158	Arber DA	1
10158	Carter NH	3
10158	Forman SJ	5
10158	Ikle D	4
10158	Slovak ML	6
10158	Stein AS	2
10159	Barnett MJ	2
10159	Chalandon Y	1
10159	Conneally EA	4
10159	Hogge DE	11
10159	Horsman DE	3
10159	Nantel SH	5
10159	Nevill TJ	6
10159	Nitta J	7
10159	Shepherd JD	8
10159	Sutherland HJ	9
10159	Toze CL	10
1015	Kohler J	2
1015	Schmid E	1
10160	Avet-Loiseau H	1
10160	Bataille R	5
10160	Garand R	2
10160	Lode L	3
10160	Robillard N	4
10161	Aisner S	6
10161	Aviv H	2
10161	Benevenia J	5
10161	Cohen S	4
10161	Hameed M	7
10161	Patterson F	3
10161	Uppal S	1
10162	Balu S	5
10162	Biswas S	3
10162	Gayathri Devi M	2
10162	Mukherjee G	4
10162	Prabhakaran PS	7
10162	Premalata CS	1
10162	Sundareshan TS	6
10163	Ahn JY	3
10163	Bang SM	2
10163	Cho EK	1
10163	Lee JH	8
10163	Park PW	5
10163	Seo YH	6
10163	Shin DB	7
10163	Yoo SM	4
10164	Chun K	3
10164	Kamel-Reid S	2
10164	Stulberg J	1
10164	Tokunaga J	4
10164	Wells RA	5
10165	Dayton MV	6
10165	Goodell M	5
10165	Ingebretson MC	3
10165	Mehdi SA	7
10165	Panwalkar A	2
10165	Potti A	1
10165	Tharapel SA	4
10166	Greaves M	7
10166	Hann I	5
10166	Jalali GR	4
10166	Kearney L	3
10166	Kempski H	1
10166	Khurshid M	6
10166	Mensa-Bonsu KA	2
10167	Karhu R	1
10167	Knuutila S	6
10167	Rosenquist R	7
10167	Sundstrom C	5
10167	Thunberg U	3
10167	Tobin G	2
10167	Vilpo J	8
10167	Vilpo L	4
10168	Abe T	5
10168	Ago H	4
10168	Bar-Am I	2
10168	Hada S	3
10168	Kakazu N	1
10169	Armstrong F	4
10169	Chhanabhai M	6
10169	Delsol G	9
10169	Duplantier MM	3
10169	Espinos E	10
10169	Gascoyne RD	2
10169	Lamant L	1
10169	Raghab A	5
10169	Raghab J	8
10169	Rajcan-Separovic E	7
1016	Donti E	2
1016	Martelli MF	4
1016	Mecucci C	1
1016	Tabilio A	3
1016	Van Den Berghe H	5
10170	Bjerkehagen B	4
10170	Foa C	3
10170	Forus A	2
10170	Kresse SH	6
10170	Mainguene C	5
10170	Maire G	1
10170	Myklebost O	7
10170	Pedeutour F	8
10171	Iida S	5
10171	Kiyoi H	4
10171	Naoe T	7
10171	Ninomiya M	3
10171	Ohbayashi K	1
10171	Taniwaki M	2
10171	Ueda R	6
10172	Dreyling M	4
10172	Haferlach T	3
10172	Hiddemann W	5
10172	Klaus M	1
10172	Schnittger S	2
10172	Schoch C	6
10173	Canavese F	5
10173	Casorzo L	1
10173	Chiecchio L	2
10173	Fumero S	4
10173	Pisacane A	3
10173	Risio M	7
10173	Torchio B	6
10174	Handa H	2
10174	Hirabayashi H	12
10174	Itoh K	11
10174	Karasawa M	10
10174	Kin Y	6
10174	Koiso H	5
10174	Matsushima T	1
10174	Miyawaki S	16
10174	Murakami H	18
10174	Nagasaki J	4
10174	Nojima Y	17
10174	Sakura T	8
10174	Sawamura M	13
10174	Shimano S-i	15
10174	Shinonome S	14
10174	Tanaka Y	7
10174	Tsukamoto N	9
10174	Yokohama A	3
10175	Avenia N	6
10175	Cristofani R	7
10175	Farabi R	8
10175	Giannico A	3
10175	Marino C	5
10175	Martinelli M	4
10175	Moretti S	2
10175	Pontecorvi A	11
10175	Puxeddu E	1
10175	Reboldi G	9
10175	Ribacchi R	10
10175	Santeusanio F	12
10176	Lopez-Santiago N	3
10176	Paredes-Aguilera R	1
10176	Romero-Guzman L	2
10176	Trejo RA	4
10177	Hashida T	5
10177	Hibi S	2
10177	Imashuku S	1
10177	Ishimoto K	7
10177	Itoh E	4
10177	Kawano F	8
10177	Tabata Y	3
10177	Tsunamoto K	6
10178	Brezinova J	1
10178	Cermak J	3
10178	Kurkova S	4
10178	Michalova K	7
10178	Schwarz J	6
10178	Sindelarova L	5
10178	Zemanova Z	2
10179	Abe T	6
10179	Kakazu N	5
10179	Matsuhashi Y	3
10179	Nagai M	2
10179	Tamura T	7
10179	Tasaka T	1
10179	Uehara E	4
1017	Berger R	1
1017	Bernheim A	2
1017	Dresch C	6
1017	Flandrin G	5
1017	Le Coniat M	3
1017	Najean Y	7
1017	Vecchione D	4
10180	Boniver J	5
10180	Defraigne J-O	2
10180	de Leval L	1
10180	Dôme F	4
10180	Herens C	6
10180	Hermans G	3
10181	Horiukoshi Y	9
10181	Ichiji O	3
10181	Ishida Y	8
10181	Kaneko Y	13
10181	Kikuta A	5
10181	Kobayashi H	2
10181	Komada Y	6
10181	Nakadate H	12
10181	Sekine I	7
10181	Tsunematsu Y	10
10181	Watanabe N	1
10181	Yano M	11
10181	Yoshida MA	4
10182	Baseggio L	2
10182	Berger F	8
10182	Callet-Bauchu E	10
10182	Coiffier B	6
10182	Coignet L	3
10182	Felman P	7
10182	Gazzo S	1
10182	Morel D	5
10182	Poncet C	4
10182	Salles G	9
10183	Dewald G	5
10183	Gordon LI	7
10183	Kent SA	3
10183	Multani P	6
10183	Nabhan C	1
10183	Peterson LA	2
10183	Tallman MS	4
10184	Bosch M-A	6
10184	Fantova MJ	7
10184	Hernandez J-A	1
10184	Mate J-L	8
10184	Milla F	9
10184	Navarro J-T	2
10184	Ribera J-M	4
10184	Rovira M	5
10184	Rozman M	3
10185	Barragan E	4
10185	Bolufer P	3
10185	Cervera J	10
10185	Fernandez P	7
10185	Leon P	8
10185	Martin G	2
10185	Mena A	9
10185	Moreno I	1
10185	Roman J	6
10185	Rueda E	5
10185	Sanz MA	12
10185	Torres A	11
10186	Dave BJ	8
10186	Hanamura I	4
10186	Hayami Y	1
10186	Iida S	2
10186	Kato M	5
10186	Komatsu H	6
10186	Lim B	10
10186	Miura I	7
10186	Nakazawa N	3
10186	Sanger WG	9
10186	Taniwaki M	11
10186	Ueda R	12
10187	Ford AM	3
10187	Greaves M	4
10187	Harrison CJ	6
10187	Jalali GR	1
10187	Martineau M	2
10187	Stevens RF	5
10188	Debiec-Rychter M	3
10188	De Wever I	2
10188	Sciot R	1
10189	Apperley JF	12
10189	Bua M	5
10189	Dazzi F	9
10189	De Melo VAS	7
10189	Foot N	3
10189	Goldman JM	13
10189	Karadimitris A	6
10189	Kotzampaltiris P	8
10189	Marin D	2
10189	Marktel S	1
10189	Olavarria E	11
10189	Rahemtulla A	10
10189	Szydlo R	4
1018	Barbieri D	2
1018	Casteels-Van Daele M	5
1018	Drochmans A	8
1018	Louwagie A	9
1018	Michaux J-L	3
1018	Noens L	6
1018	Tricot G	4
1018	Van Den Berghe H	10
1018	Van Hove W	7
1018	Vermaelen K	1
10190	Alo G	6
10190	Arrigo C	2
10190	Barresi G	4
10190	Pitini V	1
10190	Righi M	5
10190	Teti D	3
10191	Consoli C	4
10191	Consoli U	1
10191	Giustolisi R	6
10191	Guido G	3
10191	Milone G	2
10191	Palumbo GA	5
10192	Espinet B	1
10192	Florensa L	2
10192	Salido M	3
10192	Sole F	4
10193	Bernues T	4
10193	Besalduch J	1
10193	Duran MA	5
10193	Gutierrez A	2
10193	Novo A	6
10193	Parody R	3
10194	Dampier C	2
10194	Punnett HH	1
10195	Bardi A	4
10195	Bigoni R	6
10195	Bragotti LZ	5
10195	Bugli AM	3
10195	Castoldi G	8
10195	Cuneo A	7
10195	Della Porta M	1
10195	Rigolin GM	2
10196	Bennett JM	5
10196	Felgar R	3
10196	Komrokji R	1
10196	Lancet J	2
10196	Wang N	4
10197	Carluccio P	4
10197	Liso A	2
10197	Liso V	6
10197	Pannunzio A	3
10197	Rizzi R	1
10197	Specchia G	5
10198	Reyes-Mugica M	2
10198	Zambrano E	1
10199	Billups CA	7
10199	Cain AM	6
10199	Downing JR	8
10199	Hill DA	1
10199	Hyer J	5
10199	Pappo AS	9
10199	Patel AR	3
10199	Riedley SE	2
10199	Shurtleff SA	4
1019	Barbieri D	8
1019	Bosly A	6
1019	Louwagie A	4
1019	Mecucci C	1
1019	Michaux J-L	5
1019	Thomas J	7
1019	Tricot G	3
1019	Van Den Berghe H	9
1019	Vermaelen K	2
101	Dosik H	2
101	Verma RS	1
10200	Bennett ER	3
10200	Buckley PJ	10
10200	Dunphy CH	5
10200	Gong JZ	1
10200	Lagoo AS	4
10200	Moore JO	6
10200	Papenhausen P	9
10200	Rizzieri DA	7
10200	Stenzel TT	2
10200	Tepperberg JH	8
10201	Bedrlikova R	3
10201	Cermak J	8
10201	Michalova K	7
10201	Pekova S	2
10201	Polak J	6
10201	Schwarz J	9
10201	Trnkova Z	1
10201	Zakova D	4
10201	Zemanova Z	5
10202	Dewald GW	5
10202	Elliott MA	1
10202	Hanson CA	3
10202	Letendre L	2
10202	Tefferi A	4
10203	Viguie F	2
10203	Zompi S	1
10204	Furuta T	3
10204	Gamou T	5
10204	Hosoda F	4
10204	Kinoshita A	7
10204	Kondoh K	1
10204	Kurosawa Y	6
10204	Mori T	10
10204	Nakata Y	2
10204	Ohki M	8
10204	Tomita Y	9
10205	de Silva MVC	2
10205	Paterson L	3
10205	Reid R	1
10206	Franchi A	3
10206	Reyes-Mugica M	2
10206	Rosai J	4
10206	Zambrano E	1
10207	Abe T	12
10207	Kakazu N	2
10207	Masuda M	3
10207	Miyagi J-i	1
10207	Miyagi T	4
10207	Nagasaki A	9
10207	Nakazato T	6
10207	Ohki M	11
10207	Shinjyo T	8
10207	Taira N	10
10207	Takasu N	13
10207	Tomoyose T	7
10207	Toyohama T	5
10208	Fujimaki K	7
10208	Fujisawa S	1
10208	Ishigatsubo Y	8
10208	Kanamori H	2
10208	Takabayashi M	3
10208	Tanaka M	4
10208	Tomita N	6
10208	Yamaji S	5
10209	Depew D	5
10209	Epstein JI	6
10209	Griffin CA	7
10209	Haddadin MH	1
10209	Hawkins AL	2
10209	Long P	3
10209	Morsberger LA	4
1020	Balakirev SA	8
1020	Fleischman EW	1
1020	Frenkel MA	7
1020	Iljinskaja GW	3
1020	Konstantinova LN	4
1020	Prigogina EL	2
1020	Puchkova GP	5
1020	Volkova MA	6
10210	Bjerkehagen B	5
10210	Heim S	7
10210	Micci F	1
10210	Panagopoulos I	4
10210	Saeter G	6
10210	Teixeira MR	3
10210	Walter CU	2
10211	Carda C	3
10211	Ferrer J	5
10211	Gil-Benso R	1
10211	Llombart-Bosch A	7
10211	Lopez-Gines C	2
10211	Lopez-Guerrero JA	4
10211	Pellin-Perez A	6
10212	Abgrall J-F	7
10212	Berthou C	8
10212	De Braekeleer M	9
10212	Douet-Guilbert N	1
10212	Herry A	4
10212	Le Bris M-J	3
10212	Le Calvez G	5
10212	Marion V	6
10212	Morel F	2
10213	Ghosh K	4
10213	Jijina F	6
10213	Kerketta L	3
10213	Madkaikar M	2
10213	Mohanty D	5
10213	Vundinti BR	1
10214	Crupi R	3
10214	Fabbri A	5
10214	Gozzetti A	1
10214	Lauria F	6
10214	Raspadori D	4
10214	Tozzuoli D	2
10215	Al-Mefty O	6
10215	Binz RL	5
10215	Husain M	2
10215	Lukacs JL	3
10215	Sawyer JR	1
10215	Stangeby C	4
10216	Champagne M	4
10216	Dube S	1
10216	Fetni R	2
10216	Hazourli S	3
10216	Lemieux N	5
10217	Andrieux J	1
10217	Bauters F	7
10217	Copin MC	3
10217	Fert-Ferrer S	2
10217	Huyghe P	4
10217	Lai JL	8
10217	Lespinasse J	6
10217	Pocachard P	5
10217	Quesnel B	9
10218	Advani SH	5
10218	Amare PS	1
10218	Banavali S	4
10218	Nair C	3
10218	Pais A	2
10219	Czepulkowski B	1
10219	Pocock C	3
10219	Sadullah S	4
10219	Saunders K	2
1021	Drosdova TS	4
1021	Fleischman EW	3
1021	Mayakova SA	5
1021	Peterson IS	6
1021	Prigogina EL	2
1021	Puchkova GP	1
10220	Buss DH	4
10220	Keung Y-K	1
10220	Knovich MA	2
10220	Pettenati M	5
10220	Powell BL	3
10221	Klein R	2
10221	Qumsiyeh MB	3
10221	Yilmaz Y	1
10222	Berthou C	8
10222	De Braekeleer M	9
10222	Douet-Guilbert N	3
10222	Duchemin J	4
10222	Herry A	5
10222	Le Bris M-J	2
10222	Le Calvez G	6
10222	Marion V	7
10222	Morel F	1
10223	Chang CL	4
10223	Cho GJ	8
10223	Chung JS	7
10223	Kim HH	3
10223	Lee EY	5
10223	Oh SH	1
10223	Park TS	2
10223	Son HC	6
10224	Buckley PJ	5
10224	Golembiewski-Ruiz V	2
10224	Goodman BK	7
10224	Horvatinovich J	3
10224	Moore JO	4
10224	Stenzel TT	6
10224	Tirado CA	1
10225	Bejarano PA	1
10225	Blough R	4
10225	Devitt JJ	5
10225	Gluckman JL	6
10225	Padhya TA	2
10225	Smith R	3
10226	Amaro T	5
10226	Cerveira N	3
10226	Henrique R	6
10226	Lopes C	7
10226	Ribeiro FR	2
10226	Teixeira MR	1
10226	Torres L	4
10227	Abeler VM	4
10227	Heim S	5
10227	Micci F	1
10227	Scheistroen M	3
10227	Teixeira MR	2
10228	Au WY	6
10228	Chan LC	4
10228	Lam CCK	3
10228	Lee KK	5
10228	Ma ESK	2
10228	Wan TSK	1
10229	Das PK	1
10229	Koutts J	3
10229	Sharma P	2
10229	Smith A	4
1022	Bhargava A	6
1022	Fitzpatrick J	7
1022	Han T	1
1022	Henderson ES	5
1022	Ozer H	4
1022	Sadamori N	2
1022	Sandberg AA	8
1022	Takeuchi J	3
10230	Ganti AK	1
10230	Mehdi SA	3
10230	Potti A	2
10231	Fujita S	8
10231	Imaoka M	2
10231	Kojima K	1
10231	Narumi H	4
10231	Noguchi T	3
10231	Sakai I	6
10231	Uchida N	5
10231	Yasukawa M	7
10232	Fliss DM	2
10232	Gil Z	1
10232	Khafif A	5
10232	Orr-Urtreger A	7
10232	Trejo-Leider L	4
10232	Voskoboimik N	3
10232	Yaron Y	6
10233	Blazek B	6
10233	Divoký V	5
10233	Dusek L	10
10233	Hajduch M	8
10233	Holzerova M	2
10233	Indrak K	13
10233	Jarosova M	1
10233	Koptikova J	11
10233	Lakoma I	4
10233	Mihal V	3
10233	Novak Z	9
10233	Pospisilova D	7
10233	Poulsen TS	12
10234	Andrieux J	13
10234	Barin C	14
10234	Bastard C	3
10234	Berger F	20
10234	Berger R	25
10234	Bernard OA	23
10234	Callet-Bauchu E	6
10234	Chapiro E	1
10234	Davi F	24
10234	Felman P	21
10234	Jotterand M	15
10234	Lefebvre C	5
10234	Leroux D	7
10234	Lippert E	19
10234	Luquet I	4
10234	Merle-Beral H	22
10234	Mossafa H	16
10234	Mozziconacci M-J	9
10234	Mugneret F	10
10234	Nguyen-Khac F	26
10234	Radford-Weiss I	2
10234	Ramond S	17
10234	Raynaud S	12
10234	Struski S	11
10234	Talmant P	8
10234	Terre C	18
10235	Agirre X	3
10235	Calasanz MJ	10
10235	Cigudosa JC	5
10235	Gorosquieta A	8
10235	Lahortiga I	1
10235	Larrayoz MJ	6
10235	Odero MD	11
10235	Perez-Equiza K	9
10235	Sala F	7
10235	Vazquez I	4
10235	Vizmanos JL	2
10236	Brizard A	7
10236	Brizard F	2
10236	Cividin M	4
10236	Daheron L	1
10236	Guilhot F	6
10236	Lacotte L	5
10236	Millot F	3
10237	Chen S-J	14
10237	Chen Y	7
10237	Chen Z	12
10237	Hu J	6
10237	Li J-M	8
10237	Shen Z-X	11
10237	Tang W	5
10237	Wang Z-Y	13
10237	Wu W	3
10237	Xiong S-M	10
10237	Xu L	2
10237	Yan H	4
10237	Zeng XY	9
10237	Zhao W-L	1
10238	Ebell W	5
10238	Gerlach A	4
10238	Huber S	2
10238	Kuhl J-S	3
10238	Neitzel H	6
10238	Tonnies H	1
10239	Anaissie E	9
10239	Badros A	15
10239	Barlogie B	20
10239	Bumm K	7
10239	Crowley J	19
10239	Desikan R	13
10239	Epstein J	8
10239	Fassas A	5
10239	Jacobson J	2
10239	Jagannath S	10
10239	McCoy J	4
10239	Munshi N	14
10239	Sawyer J	3
10239	Shaughnessy J	1
10239	Siegel D	12
10239	Tian E	16
10239	Tricot G	18
10239	Vesole D	11
10239	Zangari M	17
10239	Zhan F	6
1023	Bloom ML	4
1023	Han T	2
1023	Henderson ES	5
1023	Minowada J	3
1023	Sadamori N	1
1023	Sandberg AA	6
10240	Cortes JE	1
10240	Faderl S	8
10240	Ferrajoli A	11
10240	Garcia-Manero G	7
10240	Giles F	3
10240	Jeha S	12
10240	Kantarjian HM	13
10240	O'Brien S	4
10240	Rios MB	5
10240	Shan J	6
10240	Talpaz M	2
10240	Thomas DA	9
10240	Wierda W	10
10241	Grace C	3
10241	Green AR	4
10241	Huntly BJP	2
10241	Nacheva EP	5
10241	Reid AG	1
10242	Belhabri A	2
10242	Charrin C	1
10242	Fiere D	6
10242	Magaud J-P	5
10242	Theuil G	4
10242	Thomas X	7
10242	Treille-Ritouet D	3
10243	Stein-Wexler R	1
10243	West DC	3
10243	Wootton-Gorges SL	2
10244	Miyazaki M	2
10244	Nakamori Y	1
10244	Shinohara K	5
10244	Taguchi A	4
10244	Tominaga T	3
10245	Beyer J	9
10245	Biersack H	5
10245	Bornhauser M	2
10245	Ehninger G	3
10245	Kiehl M	10
10245	Kroger N	1
10245	Sayer HG	6
10245	Schafer-Eckardt K	8
10245	Schwerdtfeger R	4
10245	Wandt H	7
10245	Zander AR	11
10246	Albertini A	6
10246	Capucci M	2
10246	Cariani E	1
10246	Micheletti M	3
10246	Rossi G	7
10246	Spalenza F	4
10246	Zanella I	5
10247	Cheung KL	3
10247	Gerrard G	4
10247	Harrison CJ	1
10247	Jalali GR	5
10247	Mazzullo H	2
10247	Mehta A	6
10247	Orchard KH	8
10247	Osier DG	7
10248	Clark RE	4
10248	Ferguson JE	3
10248	Pearson K	2
10248	Wang L	1
10249	Braude I	5
10249	Chun K	7
10249	Kamel-Reid S	9
10249	Kolomietz A	6
10249	Kolomietz E	1
10249	Marrano P	2
10249	Minden M	10
10249	Minkin S	8
10249	Squire JA	11
10249	Thai B	4
10249	Yee K	3
1024	Catovsky D	2
1024	Pittman S	1
10250	Andreeff M	10
10250	Cortes J	3
10250	Faderl S	5
10250	Garcia-Manero G	7
10250	Giles FJ	4
10250	Issa J-P	6
10250	Kantarjian HM	1
10250	Keating M	11
10250	O'Brien S	2
10250	Rios MB	8
10250	Shan J	9
10250	Talpaz M	12
10251	Davison SM	3
10251	Gannon C	4
10251	Roberts P	2
10251	Stringer MD	1
10252	Anastasi J	6
10252	Huo D	3
10252	Karrison T	4
10252	Larson RA	9
10252	Le Beau MM	2
10252	Rowley JD	8
10252	Smith SM	1
10252	Sobecks RM	5
10252	Vardiman JW	7
10253	Cortes J	1
10253	Faderl S	7
10253	Ferrajoli A	9
10253	Freireich EJ	10
10253	Garcia-Manero G	5
10253	Giles F	2
10253	Kantarjian H	12
10253	O'Brien S	3
10253	Rios MB	6
10253	Talpaz M	11
10253	Thomas D	4
10253	Verstovsek S	8
10254	Del Vecchio L	9
10254	Ferrara F	1
10254	Mele G	4
10254	Morabito P	7
10254	Palmieri S	3
10254	Pocali B	5
10254	Scalia G	6
10254	Schiavone EM	2
10254	Sebastio L	8
10255	Fioretos T	6
10255	Garwicz S	5
10255	Jee KJ	4
10255	Johansson B	8
10255	Knuutila S	3
10255	Mitelman F	7
10255	Panagopoulos I	2
10255	Paulsson K	1
10256	Elfving P	4
10256	Fadl-Elmula I	1
10256	Gorunova L	2
10256	Heim S	7
10256	Lundgren R	5
10256	Mandahl N	3
10256	Mitelman F	6
10257	Chadburn A	5
10257	Feldman E	1
10257	Najfeld V	2
10257	Roboz G	4
10257	Schuster M	3
10257	Silver RT	6
10258	Amadori S	17
10258	Belhabri A	8
10258	Bourhis J-H	14
10258	Delarue R	10
10258	De Rosa G	7
10258	de Witte T	3
10258	Fazi P	18
10258	Fioritoni G	15
10258	Gallo E	5
10258	Giustolisi R	9
10258	Hagemeijer A	19
10258	Jehn U	16
10258	Labar B	6
10258	Leone G	13
10258	Liso V	11
10258	Mandelli F	2
10258	Mirto S	12
10258	Suciu S	1
10258	Willemze R	20
10258	Zittoun R	4
10259	Arber DA	1
10259	Carter NH	2
10259	Ikle D	3
10259	Slovak ML	4
1025	Dosik H	2
1025	Verma RS	1
10260	Callanan M	7
10260	Callet-Bauchu E	3
10260	Dumontet C	9
10260	Felman P	8
10260	Ffrench M	4
10260	Gazzo S	5
10260	Hayette S	1
10260	Magaud J-P	10
10260	Rimokh R	11
10260	Tigaud I	2
10260	Wahbi K	6
10261	Auvrignon A	8
10261	Bastard C	12
10261	Blaise D	9
10261	Castaigne S	17
10261	Dastugue N	13
10261	Delaunay J	1
10261	Dombret H	20
10261	Fenaux P	4
10261	Fiere D	15
10261	Harousseau J-L	19
10261	Lamy T	7
10261	Leblanc T	3
10261	Leverger G	18
10261	Mugneret F	11
10261	Pigneux A	10
10261	Reiffers J	16
10261	Rigal-Huguet F	5
10261	Van den Akker J	14
10261	Vey N	2
10261	Witz F	6
10262	Amadori S	8
10262	Cox MC	1
10262	Del Poeta G	4
10262	Del Principe MI	7
10262	Maurillo L	5
10262	Panetta P	2
10262	Tamburini A	6
10262	Venditti A	3
10263	Ahlgren T	2
10263	Barbouti A	1
10263	Fioretos T	8
10263	Hoglund M	4
10263	Johansson B	3
10263	Lassen C	5
10263	Mitelman F	7
10263	Turesson I	6
10264	Bayle C	3
10264	Beauchamp-Nicoud A	1
10264	Bernheim A	4
10264	Bourhis J-H	8
10264	Feneux D	2
10264	Koscielny S	6
10264	Leonard C	5
10264	Tchernia G	7
10265	Abrahamsson J	2
10265	Clausen N	3
10265	Forestier E	4
